Date,Year,Month_Num,Temperature,Temp_Anomaly,CO2_ppm,Sea_Level_mm,Arctic_Ice_km2,Population_B,CO2_Emissions_Gt
1883-02-01,1883,2,14.67660843943635,0.6766084394363503,288.7905450675475,12.489560728948792,18.99248681600488,1.5323850227194422,0.5554897891628554
1883-03-01,1883,3,15.542410964922407,1.5424109649224071,288.9038839494233,9.750593223658216,19.224405593426095,1.505378848719668,0.48499872263253163
1883-04-01,1883,4,15.79934290306815,1.7993429030681494,289.9264306998033,12.820468398547732,19.288189538085604,1.5328936708473708,0.518477387385074
1883-05-01,1883,5,15.507034989322404,1.5070349893224029,290.82156737600974,8.59298886071079,17.77735331270175,1.5093946618519585,0.5031664350813732
1883-06-01,1883,6,14.89114926920427,0.89114926920427,291.7665177754985,1.616995269789446,16.762671386133153,1.5177633637534873,0.5217278092863383
1883-07-01,1883,7,13.900163215040909,-0.0998367849590913,292.3145942868346,-2.4778331692945046,14.902552838729545,1.5161367498839784,0.527355741485148
1883-08-01,1883,8,12.704109983610769,-1.2958900163892313,292.88851753408346,-4.810632014445467,13.82325740468056,1.5427465192968177,0.5356496977767177
1883-09-01,1883,9,12.173564018203036,-1.826435981796964,292.3503559776554,-6.994333371629266,13.601862310194411,1.524074055013425,0.527323582360973
1883-10-01,1883,10,11.801258316476684,-2.198741683523316,292.4037712157174,-8.30238516150741,13.818207115208308,1.5112858395423965,0.5394340707603215
1883-11-01,1883,11,12.112765296085644,-1.887234703914357,290.6143329181472,-4.866612641349004,14.672588133544362,1.5066492428297942,0.53491082915836
1883-12-01,1883,12,12.87636276824854,-1.1236372317514611,289.6504490303931,1.658773160567763,16.58450715938217,1.5110765354440407,0.5351019825404028
1884-01-01,1884,1,14.045354631150818,0.0453546311508183,289.48631847365425,3.6520554226991777,18.079106473131887,1.5162087650138676,0.5275232981450496
1884-02-01,1884,2,14.87897910266288,0.8789791026628802,289.31341935139494,11.052504263174503,19.47311959106948,1.51794326728027,0.532218224469158
1884-03-01,1884,3,15.682951747727564,1.6829517477275644,289.18780717494417,13.645724550804225,19.452774576246817,1.5354740440785226,0.5555706295310843
1884-04-01,1884,4,15.647905585613392,1.6479055856133922,289.91410684727424,11.179105208765105,19.015849896497723,1.5068214333979255,0.5453968676722588
1884-05-01,1884,5,15.458907754170095,1.458907754170097,291.10103319984125,6.8707243239562255,18.168219114168643,1.5119865532067176,0.5521958954211063
1884-06-01,1884,6,14.855956276160324,0.8559562761603239,291.81658803229203,3.664576517903999,16.063936580543235,1.5186943616198125,0.5203074160174664
1884-07-01,1884,7,13.64517904932984,-0.3548209506701596,292.95367057886,-0.991219933439814,15.159712942116599,1.519054065011322,0.5141460151141642
1884-08-01,1884,8,12.891767241000158,-1.1082327589998415,293.50546774985804,-8.773089528424368,14.214692675417758,1.528753384467939,0.4925570189273007
1884-09-01,1884,9,12.146352781007616,-1.853647218992384,293.28135162867613,-8.254770649498973,13.613007802852813,1.4919597657956887,0.5102910605603146
1884-10-01,1884,10,11.936054920851102,-2.0639450791488976,291.951715845974,-5.143589291628896,14.155424383338358,1.519763005917547,0.5555059740346374
1884-11-01,1884,11,12.054637356137585,-1.945362643862417,291.08149703281447,-4.898050614577214,14.959957458615378,1.5154755556776454,0.5265652817201764
1884-12-01,1884,12,12.960926235964871,-1.0390737640351286,289.7928660781767,1.3777340679942167,16.60979448245197,1.5239185257944814,0.5177853953129782
1885-01-01,1885,1,14.062912375330171,0.062912375330173,289.9202614493611,6.840554615654838,18.08814062003752,1.5252940584905061,0.5605856309207121
1885-02-01,1885,2,14.967164296245208,0.9671642962452084,289.37411151077583,10.38856456805729,18.940382678508378,1.5356293556412337,0.5222583497867769
1885-03-01,1885,3,15.487658960957862,1.4876589609578623,289.61088810743456,10.282304656159914,19.563780512873613,1.5007311486057457,0.5316343801104556
1885-04-01,1885,4,15.865443672164234,1.8654436721642345,290.10799525305936,9.520769528910696,19.007902062095532,1.5205791805991207,0.5319844455696119
1885-05-01,1885,5,15.579071274917348,1.5790712749173483,291.04379149801593,9.14625133414616,17.555631245263204,1.5109976611679747,0.5525802177168843
1885-06-01,1885,6,15.040521347184656,1.0405213471846562,292.86701915268105,2.909886142530999,16.877311828469075,1.5285295200619786,0.537614797294794
1885-07-01,1885,7,13.86653742432013,-0.1334625756798697,293.084677108591,-1.9420580765916111,15.23165296246196,1.5197700447440625,0.5527177979177104
1885-08-01,1885,8,12.992505155426038,-1.0074948445739622,293.19747379533095,-5.472065841200888,14.00725254950299,1.5293145953235276,0.5694536136764322
1885-09-01,1885,9,12.241603205201274,-1.7583967947987258,293.0413977306297,-11.45950803809306,13.46603537376757,1.5157099901774518,0.548097443202726
1885-10-01,1885,10,11.676470787033605,-2.323529212966397,292.4550835885626,-4.686696436945244,14.033881446539302,1.5198336795640564,0.5472803017730447
1885-11-01,1885,11,12.063108843210369,-1.936891156789633,291.67609559341213,-1.315172620911282,14.946816019801423,1.5112797916120435,0.5216174940149263
1885-12-01,1885,12,12.87851761254573,-1.12148238745427,290.09470242905303,2.7525535691604333,16.06662459857756,1.5473649727760748,0.5467423311510635
1886-01-01,1886,1,13.854299490270234,-0.1457005097297656,289.4825866000215,9.182579014492928,18.09257602628457,1.5420067500400247,0.5592560294678282
1886-02-01,1886,2,14.786049661738517,0.7860496617385166,289.89726397089447,10.618304718465932,18.96506104478346,1.5405312295360238,0.5695028839348293
1886-03-01,1886,3,15.778551183025268,1.778551183025268,289.75078123077134,11.71624665845584,19.344276202689887,1.528594178442467,0.5189728809086864
1886-04-01,1886,4,15.832192322258422,1.8321923222584215,290.484292139824,13.393806509017798,18.950449417212525,1.5445905182036008,0.5133404788170646
1886-05-01,1886,5,15.722185468858022,1.7221854688580225,291.8222569707001,8.74986303759791,18.138059522245303,1.5097034775603917,0.5580881809627669
1886-06-01,1886,6,14.870079345928389,0.8700793459283886,293.05290296115317,-1.2433770941347635,16.174835131147795,1.5613788487490463,0.5516770058446492
1886-07-01,1886,7,13.746183832253529,-0.2538161677464714,293.3796006990346,0.0296874985777544,15.44740298107409,1.5185019834422278,0.5432797631747678
1886-08-01,1886,8,12.739688729470162,-1.2603112705298385,292.97138022489054,-5.42657585039935,13.958231966517381,1.5340924567058138,0.5288884841018994
1886-09-01,1886,9,12.087703533444438,-1.9122964665555615,293.05080965892756,-6.236613603278137,13.420159869985016,1.5210703779114254,0.5454433766050094
1886-10-01,1886,10,11.897107101474305,-2.102892898525697,292.6249591684806,-7.080707993001492,14.10324907907169,1.5409128247000778,0.5826185958145685
1886-11-01,1886,11,12.193656042611437,-1.8063439573885631,291.4338169322419,-5.496731830894527,15.01488407682918,1.5402103619108152,0.5056972286863015
1886-12-01,1886,12,12.847537108002635,-1.152462891997363,290.71304865951566,3.523257493135969,16.493754686899027,1.5214690852343935,0.5543104306641901
1887-01-01,1887,1,13.927234113999324,-0.0727658860006759,290.17921810305313,8.058422389866228,18.064734340175622,1.5474574268379457,0.5670269956412893
1887-02-01,1887,2,14.87652721821449,0.8765272182144894,290.40384661232173,14.864372512567437,19.02990055691769,1.53776920218404,0.5437250529790821
1887-03-01,1887,3,15.661570392760533,1.6615703927605328,290.3458663023655,11.122479058316326,19.36281730366545,1.5343208947975355,0.5406062002185528
1887-04-01,1887,4,15.826826719302074,1.8268267193020744,290.76692159045973,11.307967141833188,19.126316020336134,1.5424168800890914,0.5704317133112572
1887-05-01,1887,5,15.7760683187255,1.7760683187254998,292.1915628150163,8.056733797215143,17.99391803268596,1.5360682941285682,0.5504503356507242
1887-06-01,1887,6,14.76743516537941,0.7674351653794105,292.67569775234585,2.5023780461327165,16.342764695461728,1.5372995436781443,0.5487714640669666
1887-07-01,1887,7,13.836260506496547,-0.163739493503451,293.92113126895583,-2.282125577228697,15.121074863274956,1.5286745900658658,0.5817448602464157
1887-08-01,1887,8,12.720385517973542,-1.2796144820264583,294.2627542230444,-2.627749861164439,13.608567407083688,1.5305446734136257,0.5285069958744611
1887-09-01,1887,9,12.162975237282572,-1.8370247627174283,293.7585295692491,-5.830290763127013,13.499025763458214,1.532614560295306,0.561169144570847
1887-10-01,1887,10,11.829651451754922,-2.1703485482450784,292.85842665268694,-5.172731380381995,13.982018633599056,1.5380940116548325,0.5428119939565781
1887-11-01,1887,11,11.996499618654996,-2.0035003813450025,291.8085826441078,0.5865953869984406,14.71747288924238,1.5411690878684026,0.5344372994656351
1887-12-01,1887,12,12.830155742424724,-1.169844257575276,290.53239834189986,4.457655003276628,16.707965116330186,1.5306064981656775,0.5670121339217944
1888-01-01,1888,1,13.88760287132032,-0.1123971286796798,290.7084072135615,11.85537061015724,17.931076537042593,1.5494851766705269,0.5542545221408218
1888-02-01,1888,2,14.777654705320437,0.777654705320435,290.14032031783296,12.305918876020051,19.037410477025478,1.5202505655518472,0.5645997989038343
1888-03-01,1888,3,15.657879053373431,1.657879053373431,290.4757110909653,13.147260822052974,19.759713527782676,1.5344347719736915,0.5568407520168759
1888-04-01,1888,4,15.924903451895544,1.924903451895544,291.2976072794457,15.852734620860511,19.09986168580102,1.5429724888807774,0.5960374799856849
1888-05-01,1888,5,15.797481507292373,1.797481507292371,291.94114672931096,11.171617890370928,18.399716842659643,1.5446675785082022,0.5435296689579214
1888-06-01,1888,6,14.782554916129293,0.7825549161292926,293.3209595065117,1.9795177974710916,16.518867713661784,1.5567023761792598,0.5860915861362445
1888-07-01,1888,7,13.731389587818033,-0.2686104121819674,294.1974136271888,1.4504619244190378,15.107407157836885,1.5459196297094557,0.5876488843645306
1888-08-01,1888,8,12.935599016290045,-1.064400983709957,294.1394412384299,-4.974426939752563,13.94540445061686,1.536588116554415,0.5599708643871198
1888-09-01,1888,9,12.36950992805468,-1.6304900719453208,294.17107509686684,-5.740751934949499,13.396185136814886,1.5486185322027546,0.5537779102742427
1888-10-01,1888,10,11.813111200574555,-2.1868887994254447,293.744155742998,-3.434296980015948,13.583912032374643,1.5398326452558517,0.5738220896729037
1888-11-01,1888,11,12.176227316904496,-1.8237726830955052,292.2047554100704,1.7597707291193552,14.82642951536152,1.5371437121257545,0.5558051568138807
1888-12-01,1888,12,12.94965058967516,-1.0503494103248396,291.2186416021235,5.614370593373796,16.449105702626095,1.5327105963013719,0.5937929018765971
1889-01-01,1889,1,13.867910998227142,-0.1320890017728579,290.42202331852894,11.253916525755818,18.036187269758077,1.5241595466316458,0.5231021801665011
1889-02-01,1889,2,14.777151306293907,0.7771513062939075,290.55500831137095,12.864219586429837,18.91480945768726,1.5591860770128452,0.5515352909616864
1889-03-01,1889,3,15.599544021484782,1.5995440214847818,290.3036191640439,14.378758280956625,19.710972161916786,1.5463593363192825,0.5577383038594674
1889-04-01,1889,4,15.749668549728565,1.749668549728565,291.71077121762534,14.525917707996811,19.00721107784715,1.5384498174869583,0.5608432721814628
1889-05-01,1889,5,15.614614740190335,1.6146147401903352,292.3911586710299,11.34794495965875,17.878994593319256,1.5632492172370394,0.5744280388298906
1889-06-01,1889,6,14.829005116807028,0.8290051168070285,293.6919673998534,6.182239110978639,16.640342264824056,1.5516195841654967,0.5857514852284881
1889-07-01,1889,7,14.178219632382564,0.1782196323825626,294.4096460847394,-0.4486223360109841,14.938605881077319,1.5348184679479049,0.5936297698309826
1889-08-01,1889,8,12.95533397763977,-1.0446660223602304,294.34259888915733,-5.373365342945159,13.842163943667407,1.5337715232614295,0.5657528317793468
1889-09-01,1889,9,12.306574414817849,-1.6934255851821511,294.2994254198019,-4.558096145642168,13.482609825319832,1.542711518002643,0.5617275736150226
1889-10-01,1889,10,11.93115863886699,-2.0688413611330105,293.9780779327914,-3.6105912709180616,14.323629071819209,1.5432532357868627,0.5699429334814027
1889-11-01,1889,11,12.19787978171668,-1.802120218283319,292.39636123105424,-1.1677499067189172,15.29705994475755,1.5552817602391567,0.5630158706684314
1889-12-01,1889,12,13.083116729905932,-0.9168832700940684,290.8763012639576,2.5997686032608485,16.521586431265916,1.5417466690326151,0.5908356155129837
1890-01-01,1890,1,13.73717460471417,-0.2628253952858301,291.2075072437647,9.848473881755604,17.69729068228431,1.5462351973659267,0.5669546427350417
1890-02-01,1890,2,14.851237639370703,0.8512376393707051,290.76237499892653,17.014575634385636,18.938466922025185,1.5519178351570149,0.5933238237106014
1890-03-01,1890,3,15.575039179285326,1.5750391792853264,291.5792490146994,13.312715837554869,19.799589653073497,1.5457732442697907,0.5946837387539347
1890-04-01,1890,4,15.876800636585571,1.8768006365855712,291.969295290963,14.574202670846306,19.326059938228273,1.548384587031186,0.5642875770068276
1890-05-01,1890,5,15.788327671213072,1.7883276712130716,292.5276662218499,8.933258777014554,17.94236301272266,1.5611414663779977,0.5903276462771564
1890-06-01,1890,6,14.945370725737726,0.9453707257377264,293.1494554783641,2.219238730738225,16.310196535243552,1.541051826074009,0.5516142798765878
1890-07-01,1890,7,14.00747691944774,0.0074769194477397,294.00906431353224,0.6050182603884264,15.076346311381705,1.54073815492483,0.575793785208824
1890-08-01,1890,8,12.86183442704928,-1.1381655729507187,295.28878406228887,-1.256506739375573,14.042037171993993,1.538528645213687,0.5546287653430453
1890-09-01,1890,9,12.114316864499678,-1.8856831355003223,294.0334695008677,-0.1984016322661905,13.603989149742569,1.5525891091986814,0.5927076570740286
1890-10-01,1890,10,12.022994715612422,-1.9770052843875785,293.90790536707215,-4.278475304935804,13.83930645273817,1.5463635852438191,0.5732045522445904
1890-11-01,1890,11,12.088860888720545,-1.9111391112794556,292.30709114956306,0.2053136152899382,14.879887395269304,1.5470022228658964,0.6015829247268621
1890-12-01,1890,12,12.777891774875464,-1.2221082251245363,291.79026109153443,2.3573612959106742,16.573060034637006,1.559300324974224,0.611124612741704
1891-01-01,1891,1,13.943716639515747,-0.0562833604842509,291.06701601716435,8.097542513962392,18.061595604477336,1.5530686955983195,0.582959690353915
1891-02-01,1891,2,14.7808599820633,0.7808599820632995,291.07226141750925,12.433710790872642,18.99502494290116,1.5371258921692998,0.6002130009657919
1891-03-01,1891,3,15.46129008507484,1.4612900850748396,291.53006973387653,15.03671293907008,19.364008662040728,1.562891443155483,0.5481890118668173
1891-04-01,1891,4,15.7654275480592,1.7654275480592003,291.91848849016844,13.704310223215415,19.179014888781264,1.5655781834728126,0.6278243556824601
1891-05-01,1891,5,15.501520714758938,1.5015207147589376,292.4436108021981,12.653022886413272,18.021963605191353,1.5747290441319797,0.5657141221540034
1891-06-01,1891,6,15.016707113855244,1.0167071138552437,294.21188492134735,6.982649710933605,16.740442035139303,1.5613684844449176,0.6119849837140842
1891-07-01,1891,7,13.93118038085674,-0.0688196191432588,294.76063667651755,6.319425546770775,15.372105535127574,1.5436355304151455,0.5692616887754555
1891-08-01,1891,8,12.995678457345038,-1.004321542654962,294.7259355805146,-3.5409655110445604,13.963730279234559,1.5444557749630676,0.5943742831830265
1891-09-01,1891,9,12.127716875791055,-1.8722831242089448,294.68064186107966,-0.7911709665463569,13.922650716608254,1.5596122924086786,0.5915762657911865
1891-10-01,1891,10,11.946099852994548,-2.053900147005452,294.15226161671546,-1.4895706664018928,13.782529469546159,1.5515860187050126,0.5848176166335833
1891-11-01,1891,11,12.19946160298725,-1.800538397012749,293.0979271563694,-2.5059628787928725,14.715824036323909,1.5542778996030255,0.6055217042199067
1891-12-01,1891,12,12.991980745874736,-1.008019254125264,291.5301311063071,7.1709203657867695,16.466093437610418,1.548678092601558,0.6224025114398725
1892-01-01,1892,1,13.856125262836294,-0.1438747371637063,291.96476499781636,14.97224972815792,17.949183656544214,1.5611180668872175,0.6090384164636129
1892-02-01,1892,2,14.893246612409932,0.8932466124099321,291.6736565767323,14.920561600425142,19.112237224420603,1.5743839313595005,0.5927244352452371
1892-03-01,1892,3,15.809321192342678,1.8093211923426773,291.9578178780072,13.56161130439043,19.538204137048545,1.5593178664420588,0.5881500581631088
1892-04-01,1892,4,15.780976073469454,1.7809760734694535,291.7624536627436,12.999788986244758,19.218915538127515,1.553967069535365,0.5720691222330697
1892-05-01,1892,5,15.870869330138186,1.870869330138186,293.204942933625,13.051479583613707,18.131583274168218,1.576465832214817,0.6035612877859715
1892-06-01,1892,6,14.901796942902848,0.9017969429028464,294.3774238352686,6.094390991836451,16.447597771155966,1.5509350815589573,0.6197373065476657
1892-07-01,1892,7,13.934840356112064,-0.0651596438879362,295.1874864138544,3.1453148420965937,15.73306021028202,1.5572647532971156,0.6065847553004867
1892-08-01,1892,8,12.99474454210957,-1.0052554578904296,295.6761008564794,0.7008347375914161,13.912095156224934,1.5626508933912586,0.6052156375127137
1892-09-01,1892,9,12.25185054498854,-1.7481494550114611,295.15030103091965,0.1610726489293186,13.243794409512121,1.5394655010442109,0.6232456345005597
1892-10-01,1892,10,11.940563990176411,-2.059436009823589,293.9001489580804,4.621968649127356,14.086157443757092,1.557720376054822,0.6152577930256203
1892-11-01,1892,11,12.274288165798705,-1.725711834201297,293.3302785281032,-0.7157856843803465,14.889450887389433,1.5435808813260536,0.5936244610611884
1892-12-01,1892,12,12.951459952707314,-1.0485400472926862,291.9030895181161,8.806425445829069,16.628904043748335,1.5590908860965156,0.6024817089331233
1893-01-01,1893,1,14.017325146846304,0.0173251468463053,291.2995796138624,11.310563595332695,17.97543317087298,1.5515352765991781,0.6059541051962979
1893-02-01,1893,2,14.814586036954594,0.8145860369545943,291.12466919637217,16.69798782716093,19.12305865742612,1.571170594589486,0.6190758107990981
1893-03-01,1893,3,15.529912560128228,1.5299125601282275,291.8021772281862,19.274434708890848,19.47677049951244,1.552058883429262,0.6415093538616455
1893-04-01,1893,4,16.14493420618242,2.14493420618242,292.52779981180504,15.549890068261137,19.026756274907147,1.5583820275340758,0.6224277131235716
1893-05-01,1893,5,15.58787541347645,1.58787541347645,293.6826531131915,11.228869030163963,17.982672576098018,1.5650424421270102,0.6051223460510878
1893-06-01,1893,6,14.938724058289344,0.9387240582893456,294.7214025997115,11.941242978452289,16.418435752256894,1.5619896622209444,0.5996074733952597
1893-07-01,1893,7,13.673965039240214,-0.3260349607597863,295.01888109530023,5.84269069478022,14.882176808104173,1.559407209170411,0.6352428653804381
1893-08-01,1893,8,12.901746511764236,-1.0982534882357626,295.4553057296053,0.1189474384886111,13.879500930825232,1.5667972502967042,0.6474149461912486
1893-09-01,1893,9,12.366614489957062,-1.6333855100429382,295.28804362881027,-1.5678575330510662,13.93104105983433,1.551359268879919,0.629052643984424
1893-10-01,1893,10,12.009031001604216,-1.9909689983957823,294.49083643610675,0.0737623027956726,13.719711997404612,1.5689924419800652,0.5696113067434233
1893-11-01,1893,11,12.302417003577796,-1.697582996422204,293.47358889213945,3.3875953722103542,15.122105463237574,1.5691376967139565,0.616562621302629
1893-12-01,1893,12,12.771566175819268,-1.2284338241807315,292.5860584494268,5.918528744342552,16.504357751303385,1.5657590841315643,0.6112070886110299
1894-01-01,1894,1,13.930743183964935,-0.0692568160350628,292.25168490957213,10.63357952283339,18.035189978903208,1.569134729443876,0.6222208473683054
1894-02-01,1894,2,14.892362403122627,0.8923624031226272,292.55346094035883,21.054856198222865,19.38885957737027,1.568459881385288,0.6401141402958906
1894-03-01,1894,3,15.609322182861144,1.6093221828611437,291.6855841631051,21.752464504964635,19.608957165078536,1.576783184741858,0.603400856408296
1894-04-01,1894,4,15.993384263377822,1.9933842633778216,293.35506911206613,20.002181841373517,19.50122286342075,1.5601661505651885,0.6269218564828832
1894-05-01,1894,5,15.5878668082024,1.587866808202401,293.07186398436625,14.389219141275456,18.204933469550454,1.5638394386623706,0.6534704046544559
1894-06-01,1894,6,14.984692635293746,0.9846926352937456,294.81015740719204,8.081127136093402,16.255508068605916,1.5591588266760312,0.6174893679544327
1894-07-01,1894,7,13.9952591741696,-0.0047408258303995,295.9646901982733,5.524779111242507,14.71365624890496,1.5726679597631825,0.638310635612178
1894-08-01,1894,8,12.997601288132437,-1.0023987118675652,295.2206359053898,-2.022474043538068,14.059269913530638,1.5483030895861654,0.604974092374765
1894-09-01,1894,9,12.368840119120446,-1.6311598808795544,295.9014726423094,-2.449635916619991,13.527882713605619,1.579858049326072,0.6168524357739286
1894-10-01,1894,10,11.94492782202246,-2.0550721779775394,295.35623837018653,-0.2018943680897278,13.850278863421872,1.5827491767185202,0.6343709658837374
1894-11-01,1894,11,12.322925389697598,-1.6770746103024017,293.55401157431766,3.038997478668538,15.059921205285939,1.5781262997906036,0.632833396014332
1894-12-01,1894,12,12.966296420270096,-1.033703579729904,293.0235412487206,9.39808820849956,16.632820228817575,1.5728382958282057,0.613864972666883
1895-01-01,1895,1,13.99244609507848,-0.0075539049215187,292.60378308207083,17.149762981268328,17.744693623662297,1.5883086256879386,0.6092076437459606
1895-02-01,1895,2,15.052766808147236,1.0527668081472346,292.4771302033951,19.63050789419313,19.475109291894285,1.5841429531626299,0.6352898492884839
1895-03-01,1895,3,15.899534265670274,1.8995342656702745,292.96464442355335,20.027296238047832,19.45686564688806,1.5851923711645635,0.6519562537854703
1895-04-01,1895,4,15.92600030544166,1.9260003054416612,293.42617771207557,17.400121878225402,19.239769543722407,1.5832786672047297,0.6170097040189021
1895-05-01,1895,5,15.797636296614526,1.7976362966145256,294.225728038142,17.63264363073606,17.87341238422413,1.5794875548874414,0.6098887999328286
1895-06-01,1895,6,14.932998338141726,0.9329983381417256,294.8114854221459,12.757428636477892,16.408839435318953,1.580626407805147,0.6455147676698795
1895-07-01,1895,7,13.984135416927408,-0.0158645830725934,295.32182633004726,8.965924746692256,14.656705326067998,1.5844116256701,0.6275662912592433
1895-08-01,1895,8,12.962825505671802,-1.0371744943281982,296.20093102308874,-1.795159480267082,13.623165077044277,1.5544799131738913,0.6290329624022752
1895-09-01,1895,9,12.153580047177329,-1.8464199528226717,295.78223977710894,-0.3542751462471682,13.6986500634201,1.5770997404442153,0.6299819812761955
1895-10-01,1895,10,11.772644007599428,-2.227355992400572,295.10511695223823,1.3353994101333124,13.817740538855016,1.5583333974741824,0.6049753739974584
1895-11-01,1895,11,12.209135550580848,-1.7908644494191517,294.32705246701744,2.7494632364046137,14.91451348804248,1.5807654317247055,0.6189789119722225
1895-12-01,1895,12,12.757820957376454,-1.2421790426235455,292.40168887841264,8.630985690235525,16.58629155614182,1.5781730102803058,0.6277473337079563
1896-01-01,1896,1,14.12253963087369,0.1225396308736908,292.374051803437,9.684464450677758,17.620969873264592,1.5906024894723074,0.6098073571310766
